Order_ID,Order_Date,Customer_ID,Customer_Name,Customer_Segment,Region,Country,Sales_Channel,Category,Product,Quantity,Unit_Price,Discount,Sales,Cost,Profit,Payment_Method,Order_Status,Delivery_Days,Promised_Delivery_Days,On_Time_Delivery
ORD-00984,2024-07-01,CUST-0090,Customer 90,Consumer,North America,Canada,Online,Technology,Wireless Router,9,621.11,0.1,0.0,3322.56,0.0,Bank Transfer,Cancelled,11,3,No
ORD-00671,2024-07-01,CUST-0189,Customer 189,Consumer,North America,Canada,Online,Furniture,Executive Chair,6,224.49,0.1,1212.25,667.06,545.19,Credit Card,Completed,7,7,Yes
ORD-00754,2024-07-01,CUST-0017,Customer 17,Consumer,Europe,United Kingdom,Online,Office Supplies,Premium Paper,8,118.98,0.05,904.25,626.22,278.03,Credit Card,Completed,4,10,Yes
ORD-01267,2024-07-01,CUST-0126,Customer 126,Corporate,Europe,Germany,Online,Technology,Laptop Pro 14,6,863.32,0.1,4661.93,2818.36,1843.57,PayPal,Completed,4,9,Yes
ORD-00401,2024-07-02,CUST-0070,Customer 70,Small Business,North America,United States,Online,Accessories,Wireless Mouse,3,628.33,0.0,0.0,1201.16,0.0,Cash,Cancelled,11,3,No
ORD-01160,2024-07-02,CUST-0295,Customer 295,Consumer,North America,Canada,Partner,Technology,Laptop Pro 14,9,1198.57,0.05,10247.77,5459.08,4788.69,Credit Card,Completed,7,7,Yes
ORD-01085,2024-07-03,CUST-0042,Customer 42,Corporate,Latin America,Brazil,Online,Office Supplies,Premium Paper,5,448.06,0.15,1904.26,1560.46,343.8,Cash,Completed,12,11,No
ORD-01316,2024-07-03,CUST-0122,Customer 122,Small Business,Asia Pacific,Australia,Partner,Technology,Wireless Router,1,1147.66,0.02,1124.71,867.45,257.26,Bank Transfer,Shipped,11,3,No
ORD-00067,2024-07-03,CUST-0166,Customer 166,Small Business,North America,United States,Online,Technology,Tablet X,3,723.47,0.1,1953.37,1091.31,862.06,Cash,Completed,1,7,Yes
ORD-00837,2024-07-04,CUST-0174,Customer 174,Corporate,Latin America,Mexico,Online,Accessories,Wireless Mouse,9,1552.31,0.1,12573.71,7170.59,5403.12,Cash,Returned,1,4,Yes
ORD-00972,2024-07-04,CUST-0103,Customer 103,Small Business,Latin America,Mexico,Online,Technology,Laptop Pro 14,9,1531.67,0.15,11717.28,9408.38,2308.9,PayPal,Completed,14,7,No
ORD-00629,2024-07-04,CUST-0287,Customer 287,Consumer,North America,Canada,Online,Furniture,Conference Table,6,1674.72,0.05,9545.9,6839.37,2706.53,Bank Transfer,Completed,8,5,No
ORD-00763,2024-07-04,CUST-0027,Customer 27,Consumer,North America,United States,Online,Office Supplies,Office Organizer,7,67.7,0.15,402.82,307.43,95.39,PayPal,Completed,3,11,Yes
ORD-00601,2024-07-04,CUST-0249,Customer 249,Small Business,North America,Canada,Retail Store,Furniture,Conference Table,6,1473.79,0.05,8400.6,5248.98,3151.62,Cash,Completed,9,9,Yes
ORD-01248,2024-07-04,CUST-0271,Customer 271,Small Business,North America,United States,Retail Store,Office Supplies,Office Organizer,7,1607.03,0.0,11249.21,6073.73,5175.48,Cash,Completed,1,8,Yes
ORD-01396,2024-07-04,CUST-0216,Customer 216,Consumer,Middle East,Pakistan,Retail Store,Office Supplies,Printer,3,713.1,0.0,2139.3,1220.19,919.11,Cash,Shipped,9,7,No
ORD-01477,2024-07-06,CUST-0127,Customer 127,Consumer,Middle East,Pakistan,Online,Accessories,Webcam,7,1251.49,0.15,7446.37,4454.79,2991.58,Credit Card,Completed,8,5,No
ORD-00394,2024-07-07,CUST-0023,Customer 23,Corporate,Middle East,Pakistan,Online,Office Supplies,Premium Paper,9,292.72,0.05,2502.76,1759.92,742.84,PayPal,Completed,10,8,No
ORD-00162,2024-07-08,CUST-0050,Customer 50,Consumer,Asia Pacific,Australia,Retail Store,Technology,Tablet X,4,224.65,0.05,853.67,504.93,348.74,Bank Transfer,Completed,4,4,Yes
ORD-01338,2024-07-09,CUST-0107,Customer 107,Corporate,Asia Pacific,Australia,Retail Store,Furniture,Storage Cabinet,5,244.43,0.08,1124.38,648.69,475.69,PayPal,Completed,1,9,Yes
ORD-00877,2024-07-09,CUST-0232,Customer 232,Consumer,Middle East,UAE,Partner,Office Supplies,Premium Paper,6,222.94,0.1,1203.88,675.52,528.36,PayPal,Shipped,1,3,Yes
ORD-00044,2024-07-10,CUST-0194,Customer 194,Consumer,Latin America,Mexico,Retail Store,Office Supplies,Office Organizer,6,818.28,0.05,0.0,2767.76,0.0,Credit Card,Cancelled,12,11,No
ORD-00277,2024-07-10,CUST-0171,Customer 171,Consumer,Middle East,Pakistan,Retail Store,Technology,Laptop Pro 14,9,912.48,0.1,7391.09,4924.18,2466.91,Credit Card,Completed,11,10,No
ORD-01121,2024-07-11,CUST-0202,Customer 202,Corporate,Latin America,Mexico,Partner,Office Supplies,Office Organizer,4,1548.76,0.08,5699.44,4571.35,1128.09,PayPal,Completed,8,5,No
ORD-00685,2024-07-11,CUST-0128,Customer 128,Small Business,Latin America,Brazil,Online,Furniture,Standing Desk,2,1070.74,0.1,1927.33,1341.05,586.28,Cash,Returned,10,8,No
ORD-00851,2024-07-11,CUST-0276,Customer 276,Consumer,North America,Canada,Online,Technology,Tablet X,2,1740.3,0.05,3306.57,2638.17,668.4,Cash,Completed,4,5,Yes
ORD-01401,2024-07-12,CUST-0263,Customer 263,Small Business,North America,Canada,Online,Accessories,Webcam,1,882.62,0.05,838.49,515.77,322.72,Bank Transfer,Completed,6,11,Yes
ORD-00830,2024-07-12,CUST-0001,Customer 1,Small Business,Europe,Germany,Online,Office Supplies,Ink Cartridge,9,645.88,0.15,4940.98,2778.14,2162.84,Cash,Shipped,10,11,Yes
ORD-00666,2024-07-12,CUST-0019,Customer 19,Consumer,North America,United States,Online,Technology,Laptop Pro 14,8,364.58,0.08,2683.31,1458.66,1224.65,Bank Transfer,Completed,1,10,Yes
ORD-00996,2024-07-13,CUST-0037,Customer 37,Consumer,North America,Canada,Retail Store,Accessories,Wireless Mouse,6,539.9,0.15,0.0,2020.55,0.0,Credit Card,Cancelled,10,3,No
ORD-00489,2024-07-13,CUST-0289,Customer 289,Small Business,Latin America,Mexico,Online,Accessories,Mechanical Keyboard,9,377.4,0.05,0.0,1726.53,0.0,Credit Card,Cancelled,12,3,No
ORD-00295,2024-07-14,CUST-0205,Customer 205,Small Business,North America,Canada,Online,Office Supplies,Printer,6,539.13,0.0,0.0,2033.67,0.0,Bank Transfer,Cancelled,5,3,No
ORD-00241,2024-07-14,CUST-0282,Customer 282,Consumer,Latin America,Mexico,Online,Technology,Business Monitor,9,874.53,0.05,7477.23,4060.03,3417.2,Cash,Completed,3,3,Yes
ORD-00284,2024-07-15,CUST-0173,Customer 173,Corporate,North America,Canada,Retail Store,Technology,Wireless Router,8,1199.0,0.05,9112.4,5809.23,3303.17,Cash,Completed,10,10,Yes
ORD-01189,2024-07-15,CUST-0045,Customer 45,Corporate,Europe,France,Online,Technology,Wireless Router,5,440.88,0.05,2094.18,1700.85,393.33,Cash,Shipped,3,4,Yes
ORD-00113,2024-07-15,CUST-0147,Customer 147,Consumer,Latin America,Brazil,Partner,Office Supplies,Ink Cartridge,2,1698.71,0.15,2887.81,1653.47,1234.34,PayPal,Completed,6,3,No
ORD-00587,2024-07-16,CUST-0239,Customer 239,Corporate,North America,Canada,Online,Office Supplies,Premium Paper,9,69.74,0.08,577.45,432.32,145.13,PayPal,Completed,5,9,Yes
ORD-00330,2024-07-17,CUST-0016,Customer 16,Small Business,North America,United States,Retail Store,Furniture,Conference Table,4,1681.47,0.0,6725.88,3635.38,3090.5,Credit Card,Completed,8,6,No
ORD-01133,2024-07-17,CUST-0061,Customer 61,Consumer,North America,Canada,Retail Store,Technology,Wireless Router,5,1171.43,0.02,5740.01,4647.62,1092.39,Bank Transfer,Completed,10,10,Yes
ORD-00276,2024-07-17,CUST-0105,Customer 105,Consumer,Europe,Germany,Partner,Office Supplies,Office Organizer,4,994.22,0.15,3380.35,2193.39,1186.96,PayPal,Completed,5,7,Yes
ORD-00377,2024-07-18,CUST-0060,Customer 60,Consumer,Middle East,Pakistan,Partner,Technology,Tablet X,4,1153.19,0.08,4243.74,3197.94,1045.8,Credit Card,Completed,13,5,No
ORD-01292,2024-07-19,CUST-0266,Customer 266,Consumer,North America,Canada,Online,Furniture,Storage Cabinet,9,773.56,0.08,6405.08,4090.93,2314.15,PayPal,Completed,11,5,No
ORD-00945,2024-07-19,CUST-0178,Customer 178,Consumer,North America,Canada,Retail Store,Furniture,Conference Table,3,658.05,0.15,1678.03,1130.67,547.36,Credit Card,Completed,8,11,Yes
ORD-01409,2024-07-19,CUST-0190,Customer 190,Small Business,Asia Pacific,Australia,Retail Store,Technology,Tablet X,2,1498.06,0.1,2696.51,1592.55,1103.96,Cash,Completed,10,7,No
ORD-00614,2024-07-20,CUST-0109,Customer 109,Small Business,North America,Canada,Retail Store,Furniture,Executive Chair,10,211.02,0.15,1793.67,1054.46,739.21,Cash,Completed,3,7,Yes
ORD-00192,2024-07-20,CUST-0290,Customer 290,Consumer,Latin America,Mexico,Retail Store,Office Supplies,Office Organizer,3,482.25,0.15,1229.74,761.72,468.02,Bank Transfer,Completed,6,10,Yes
ORD-01071,2024-07-20,CUST-0179,Customer 179,Consumer,Europe,Germany,Online,Furniture,Executive Chair,10,482.43,0.1,4341.87,2661.59,1680.28,Cash,Completed,3,11,Yes
ORD-00031,2024-07-20,CUST-0106,Customer 106,Consumer,Asia Pacific,India,Online,Accessories,Wireless Mouse,1,1141.27,0.02,1118.44,835.36,283.08,Bank Transfer,Completed,3,6,Yes
ORD-00980,2024-07-20,CUST-0093,Customer 93,Corporate,Asia Pacific,India,Online,Office Supplies,Ink Cartridge,8,1558.25,0.1,11219.4,6959.0,4260.4,Cash,Completed,3,11,Yes
ORD-00077,2024-07-20,CUST-0167,Customer 167,Small Business,Middle East,Saudi Arabia,Partner,Furniture,Storage Cabinet,7,1489.53,0.2,8341.37,4666.76,3674.61,Credit Card,Completed,2,3,Yes
ORD-00772,2024-07-20,CUST-0219,Customer 219,Small Business,Middle East,Pakistan,Online,Technology,Laptop Pro 14,10,1415.93,0.05,13451.34,7663.04,5788.3,Credit Card,Completed,7,10,Yes
ORD-00744,2024-07-20,CUST-0294,Customer 294,Corporate,Europe,France,Online,Technology,Business Monitor,4,1309.88,0.1,4715.57,2672.33,2043.24,Bank Transfer,Returned,11,4,No
ORD-00173,2024-07-21,CUST-0167,Customer 167,Consumer,Asia Pacific,India,Online,Office Supplies,Printer,4,1043.38,0.15,3547.49,2891.11,656.38,Cash,Completed,1,7,Yes
ORD-00365,2024-07-21,CUST-0040,Customer 40,Consumer,Latin America,Mexico,Online,Accessories,Wireless Mouse,4,1252.79,0.02,0.0,4015.24,0.0,PayPal,Cancelled,6,6,Yes
ORD-00191,2024-07-22,CUST-0276,Customer 276,Small Business,North America,Canada,Retail Store,Furniture,Conference Table,2,854.55,0.1,1538.19,997.52,540.67,Credit Card,Completed,2,4,Yes
ORD-00068,2024-07-23,CUST-0150,Customer 150,Consumer,Middle East,Pakistan,Online,Office Supplies,Printer,6,1559.21,0.15,0.0,4706.64,0.0,PayPal,Cancelled,12,11,No
ORD-01397,2024-07-23,CUST-0262,Customer 262,Corporate,Europe,France,Online,Technology,Tablet X,5,798.07,0.0,0.0,2466.22,0.0,PayPal,Cancelled,2,9,Yes
ORD-00427,2024-07-23,CUST-0208,Customer 208,Consumer,Europe,United Kingdom,Online,Technology,Business Monitor,10,908.77,0.1,8178.93,5699.5,2479.43,Cash,Completed,12,9,No
ORD-01226,2024-07-24,CUST-0174,Customer 174,Small Business,Asia Pacific,Singapore,Online,Technology,Wireless Router,10,1750.75,0.05,16632.12,9670.69,6961.43,Credit Card,Completed,10,8,No
ORD-01436,2024-07-24,CUST-0265,Customer 265,Corporate,North America,Canada,Online,Accessories,Wireless Mouse,8,1758.37,0.2,11253.57,6884.12,4369.45,Credit Card,Completed,13,9,No
ORD-00719,2024-07-25,CUST-0100,Customer 100,Consumer,North America,United States,Partner,Technology,Tablet X,4,735.51,0.05,2794.94,1810.36,984.58,Credit Card,Returned,6,9,Yes
ORD-00632,2024-07-26,CUST-0246,Customer 246,Consumer,Latin America,Mexico,Online,Furniture,Standing Desk,2,191.24,0.08,351.88,253.22,98.66,PayPal,Completed,11,9,No
ORD-00443,2024-07-26,CUST-0285,Customer 285,Consumer,Europe,France,Partner,Accessories,Webcam,7,687.85,0.1,4333.46,2498.03,1835.43,PayPal,Completed,8,8,Yes
ORD-01203,2024-07-26,CUST-0143,Customer 143,Small Business,North America,United States,Online,Technology,Laptop Pro 14,10,815.4,0.15,6930.9,4963.0,1967.9,Credit Card,Completed,6,6,Yes
ORD-01218,2024-07-27,CUST-0203,Customer 203,Small Business,Asia Pacific,Singapore,Online,Furniture,Conference Table,2,691.57,0.05,1313.98,750.22,563.76,Credit Card,Shipped,8,4,No
ORD-01131,2024-07-27,CUST-0126,Customer 126,Consumer,Middle East,UAE,Online,Furniture,Standing Desk,5,1562.96,0.1,7033.32,5111.45,1921.87,Cash,Completed,11,8,No
ORD-01108,2024-07-28,CUST-0070,Customer 70,Consumer,Middle East,Saudi Arabia,Retail Store,Accessories,Mechanical Keyboard,4,585.68,0.08,2155.3,1181.06,974.24,Cash,Completed,2,6,Yes
ORD-01109,2024-07-29,CUST-0220,Customer 220,Consumer,Asia Pacific,Singapore,Online,Technology,Laptop Pro 14,7,1640.84,0.08,10567.01,8414.15,2152.86,Credit Card,Completed,9,9,Yes
ORD-00524,2024-07-30,CUST-0088,Customer 88,Consumer,Middle East,Saudi Arabia,Online,Office Supplies,Office Organizer,6,896.91,0.0,5381.46,3662.93,1718.53,Credit Card,Returned,6,8,Yes
ORD-00065,2024-07-30,CUST-0195,Customer 195,Consumer,Europe,Germany,Retail Store,Technology,Tablet X,7,588.1,0.05,3910.86,2601.91,1308.95,PayPal,Completed,5,5,Yes
ORD-00361,2024-07-31,CUST-0294,Customer 294,Corporate,Europe,France,Retail Store,Technology,Wireless Router,10,683.06,0.02,6693.99,5426.04,1267.95,PayPal,Completed,4,10,Yes
ORD-00078,2024-08-01,CUST-0077,Customer 77,Corporate,North America,United States,Retail Store,Technology,Tablet X,6,44.4,0.1,0.0,128.22,0.0,PayPal,Cancelled,12,5,No
ORD-01350,2024-08-01,CUST-0006,Customer 6,Corporate,North America,United States,Online,Accessories,Mechanical Keyboard,3,67.58,0.08,0.0,121.54,0.0,Bank Transfer,Cancelled,4,9,Yes
ORD-00582,2024-08-01,CUST-0239,Customer 239,Corporate,Latin America,Mexico,Partner,Furniture,Conference Table,2,706.04,0.05,1341.48,788.66,552.82,Cash,Completed,13,3,No
ORD-00205,2024-08-01,CUST-0295,Customer 295,Consumer,Asia Pacific,Singapore,Partner,Office Supplies,Printer,7,395.95,0.1,2494.48,1869.03,625.45,Cash,Completed,1,10,Yes
ORD-01250,2024-08-03,CUST-0145,Customer 145,Corporate,Asia Pacific,India,Online,Furniture,Executive Chair,3,163.79,0.0,491.37,270.98,220.39,Bank Transfer,Completed,4,6,Yes
ORD-00669,2024-08-03,CUST-0227,Customer 227,Corporate,North America,Canada,Retail Store,Furniture,Storage Cabinet,10,862.89,0.1,7766.01,4545.59,3220.42,Credit Card,Completed,9,4,No
ORD-00070,2024-08-03,CUST-0174,Customer 174,Consumer,Latin America,Mexico,Retail Store,Technology,Tablet X,3,570.59,0.02,1677.53,1337.64,339.89,Cash,Completed,3,5,Yes
ORD-01364,2024-08-03,CUST-0258,Customer 258,Consumer,Asia Pacific,Australia,Retail Store,Office Supplies,Premium Paper,5,1502.45,0.1,0.0,5493.54,0.0,PayPal,Cancelled,9,6,No
ORD-00625,2024-08-04,CUST-0061,Customer 61,Consumer,Asia Pacific,India,Online,Office Supplies,Ink Cartridge,3,414.01,0.08,1142.67,882.17,260.5,Credit Card,Completed,6,7,Yes
ORD-00923,2024-08-04,CUST-0193,Customer 193,Corporate,Latin America,Mexico,Online,Office Supplies,Ink Cartridge,4,1174.04,0.0,4696.16,3119.73,1576.43,Cash,Completed,5,6,Yes
ORD-01379,2024-08-06,CUST-0118,Customer 118,Consumer,Europe,Germany,Online,Accessories,USB-C Hub,7,746.1,0.02,5118.25,3112.12,2006.13,Bank Transfer,Completed,3,4,Yes
ORD-01019,2024-08-06,CUST-0263,Customer 263,Corporate,Latin America,Mexico,Online,Technology,Business Monitor,7,1303.87,0.08,8396.92,6831.21,1565.71,PayPal,Completed,9,6,No
ORD-00558,2024-08-06,CUST-0052,Customer 52,Small Business,North America,Canada,Retail Store,Technology,Laptop Pro 14,4,1272.51,0.02,4988.24,3920.55,1067.69,Credit Card,Completed,4,6,Yes
ORD-01460,2024-08-06,CUST-0078,Customer 78,Small Business,Asia Pacific,India,Online,Furniture,Standing Desk,4,328.72,0.08,1209.69,780.25,429.44,PayPal,Completed,6,11,Yes
ORD-00187,2024-08-06,CUST-0069,Customer 69,Consumer,Middle East,Pakistan,Online,Furniture,Storage Cabinet,9,1539.96,0.2,11087.71,8403.35,2684.36,Cash,Completed,6,9,Yes
ORD-00452,2024-08-07,CUST-0269,Customer 269,Corporate,Asia Pacific,India,Online,Technology,Wireless Router,7,1367.7,0.0,9573.9,7229.36,2344.54,Cash,Completed,4,4,Yes
ORD-00017,2024-08-07,CUST-0031,Customer 31,Small Business,Europe,Germany,Partner,Technology,Wireless Router,9,1503.1,0.08,12445.67,6679.49,5766.18,Credit Card,Completed,5,3,No
ORD-00993,2024-08-07,CUST-0104,Customer 104,Consumer,North America,United States,Online,Technology,Laptop Pro 14,7,383.56,0.2,2147.94,1232.08,915.86,PayPal,Completed,13,8,No
ORD-00152,2024-08-08,CUST-0151,Customer 151,Small Business,North America,United States,Online,Furniture,Conference Table,7,1030.99,0.08,6639.58,4944.73,1694.85,Cash,Shipped,7,9,Yes
ORD-00499,2024-08-10,CUST-0291,Customer 291,Consumer,Latin America,Brazil,Partner,Technology,Tablet X,9,1576.96,0.02,0.0,8420.94,0.0,Credit Card,Cancelled,6,3,No
ORD-01497,2024-08-10,CUST-0029,Customer 29,Corporate,Asia Pacific,Singapore,Online,Accessories,Mechanical Keyboard,2,1631.4,0.05,3099.66,1841.64,1258.02,PayPal,Completed,3,4,Yes
ORD-00370,2024-08-10,CUST-0147,Customer 147,Corporate,North America,Canada,Online,Technology,Business Monitor,6,904.3,0.05,5154.51,2820.42,2334.09,PayPal,Completed,7,8,Yes
ORD-00650,2024-08-10,CUST-0257,Customer 257,Corporate,Europe,Germany,Online,Technology,Tablet X,9,166.93,0.05,1427.25,749.09,678.16,Credit Card,Completed,2,6,Yes
ORD-00389,2024-08-11,CUST-0300,Customer 300,Small Business,Middle East,UAE,Retail Store,Accessories,Webcam,5,1152.75,0.02,5648.48,3106.26,2542.22,Cash,Returned,13,8,No
ORD-01430,2024-08-11,CUST-0201,Customer 201,Consumer,Latin America,Mexico,Retail Store,Office Supplies,Printer,4,491.4,0.2,1572.48,1108.19,464.29,Cash,Completed,6,6,Yes
ORD-00448,2024-08-11,CUST-0140,Customer 140,Consumer,Middle East,Saudi Arabia,Partner,Office Supplies,Printer,10,1122.64,0.2,8981.12,5048.26,3932.86,Bank Transfer,Returned,9,5,No
ORD-00244,2024-08-12,CUST-0247,Customer 247,Consumer,Europe,Germany,Partner,Technology,Tablet X,7,1690.15,0.0,11831.05,8952.38,2878.67,Bank Transfer,Completed,12,6,No
ORD-00177,2024-08-12,CUST-0278,Customer 278,Consumer,Asia Pacific,Australia,Online,Furniture,Storage Cabinet,9,1000.68,0.05,8555.81,5295.57,3260.24,Bank Transfer,Completed,1,8,Yes
ORD-01177,2024-08-12,CUST-0267,Customer 267,Consumer,Middle East,Saudi Arabia,Retail Store,Office Supplies,Printer,4,847.26,0.1,3050.14,1958.8,1091.34,Credit Card,Completed,7,3,No
ORD-00634,2024-08-12,CUST-0259,Customer 259,Consumer,Asia Pacific,Australia,Retail Store,Technology,Tablet X,1,543.69,0.08,500.19,290.33,209.86,PayPal,Completed,14,7,No
ORD-00796,2024-08-13,CUST-0203,Customer 203,Consumer,Latin America,Brazil,Online,Accessories,USB-C Hub,4,838.64,0.1,3019.1,1634.97,1384.13,Credit Card,Completed,4,11,Yes
ORD-00863,2024-08-13,CUST-0237,Customer 237,Corporate,Asia Pacific,Singapore,Online,Technology,Tablet X,1,67.4,0.15,57.29,39.91,17.38,Credit Card,Completed,8,7,No
ORD-00253,2024-08-14,CUST-0059,Customer 59,Consumer,Latin America,Brazil,Partner,Technology,Wireless Router,7,1095.91,0.08,7057.66,5764.15,1293.51,Cash,Completed,8,3,No
ORD-01247,2024-08-14,CUST-0226,Customer 226,Consumer,North America,United States,Partner,Office Supplies,Office Organizer,7,475.15,0.02,3259.53,1737.39,1522.14,PayPal,Completed,8,4,No
ORD-01091,2024-08-15,CUST-0055,Customer 55,Corporate,Latin America,Mexico,Partner,Furniture,Conference Table,2,1033.03,0.0,2066.06,1221.34,844.72,Credit Card,Completed,12,7,No
ORD-01368,2024-08-15,CUST-0027,Customer 27,Corporate,Latin America,Mexico,Retail Store,Technology,Tablet X,6,874.3,0.05,4983.51,2813.12,2170.39,PayPal,Shipped,1,3,Yes
ORD-00591,2024-08-15,CUST-0111,Customer 111,Consumer,North America,Canada,Online,Furniture,Storage Cabinet,9,1719.94,0.02,15169.87,9002.45,6167.42,Cash,Completed,2,11,Yes
ORD-00144,2024-08-16,CUST-0057,Customer 57,Consumer,Europe,Germany,Partner,Technology,Tablet X,9,103.61,0.1,839.24,480.35,358.89,Credit Card,Completed,3,6,Yes
ORD-00174,2024-08-16,CUST-0279,Customer 279,Corporate,North America,United States,Online,Technology,Business Monitor,10,1717.26,0.02,16829.15,12832.87,3996.28,PayPal,Shipped,9,4,No
ORD-00789,2024-08-17,CUST-0146,Customer 146,Small Business,Europe,United Kingdom,Online,Furniture,Storage Cabinet,3,104.28,0.1,281.56,201.74,79.82,Credit Card,Completed,11,11,Yes
ORD-00806,2024-08-17,CUST-0126,Customer 126,Consumer,Middle East,UAE,Online,Accessories,Wireless Mouse,9,932.17,0.1,7550.58,5577.21,1973.37,PayPal,Completed,1,3,Yes
ORD-00334,2024-08-18,CUST-0223,Customer 223,Corporate,North America,United States,Online,Accessories,Mechanical Keyboard,4,1432.72,0.08,5272.41,3298.15,1974.26,Cash,Returned,3,7,Yes
ORD-00761,2024-08-18,CUST-0107,Customer 107,Consumer,North America,United States,Partner,Technology,Laptop Pro 14,3,386.09,0.02,1135.1,663.58,471.52,PayPal,Completed,6,5,No
ORD-00523,2024-08-19,CUST-0107,Customer 107,Consumer,Latin America,Brazil,Online,Technology,Laptop Pro 14,9,847.9,0.02,7478.48,4239.39,3239.09,Credit Card,Completed,4,9,Yes
ORD-00971,2024-08-19,CUST-0292,Customer 292,Small Business,Asia Pacific,India,Online,Office Supplies,Premium Paper,5,753.02,0.2,3012.08,1817.93,1194.15,Cash,Completed,7,7,Yes
ORD-00904,2024-08-19,CUST-0129,Customer 129,Small Business,Asia Pacific,Singapore,Online,Technology,Tablet X,7,739.43,0.1,4658.41,3487.73,1170.68,Cash,Shipped,12,10,No
ORD-01222,2024-08-19,CUST-0132,Customer 132,Corporate,North America,United States,Online,Technology,Laptop Pro 14,1,1074.79,0.05,0.0,581.22,0.0,Cash,Cancelled,12,9,No
ORD-00530,2024-08-20,CUST-0091,Customer 91,Consumer,Latin America,Mexico,Retail Store,Office Supplies,Office Organizer,7,329.99,0.08,2125.14,1741.79,383.35,Cash,Completed,8,4,No
ORD-00726,2024-08-20,CUST-0162,Customer 162,Corporate,Middle East,Saudi Arabia,Online,Furniture,Conference Table,4,68.84,0.02,269.85,162.78,107.07,Bank Transfer,Completed,6,9,Yes
ORD-01392,2024-08-20,CUST-0171,Customer 171,Consumer,North America,United States,Retail Store,Office Supplies,Premium Paper,8,866.46,0.02,6793.05,3576.08,3216.97,PayPal,Completed,2,5,Yes
ORD-00249,2024-08-20,CUST-0225,Customer 225,Small Business,Latin America,Brazil,Partner,Office Supplies,Printer,10,1614.79,0.15,13725.72,11147.79,2577.93,PayPal,Completed,12,6,No
ORD-01135,2024-08-21,CUST-0114,Customer 114,Small Business,Asia Pacific,Singapore,Online,Technology,Tablet X,5,1375.49,0.05,6533.58,3752.72,2780.86,Cash,Completed,6,3,No
ORD-01369,2024-08-24,CUST-0145,Customer 145,Consumer,North America,United States,Online,Technology,Business Monitor,5,596.58,0.2,2386.32,1743.47,642.85,Credit Card,Completed,13,5,No
ORD-01462,2024-08-25,CUST-0196,Customer 196,Small Business,Asia Pacific,India,Partner,Office Supplies,Printer,4,476.35,0.08,1752.97,1361.9,391.07,Bank Transfer,Completed,3,10,Yes
ORD-01117,2024-08-25,CUST-0191,Customer 191,Consumer,North America,United States,Online,Office Supplies,Printer,4,608.86,0.02,2386.73,1612.29,774.44,PayPal,Completed,7,9,Yes
ORD-00712,2024-08-25,CUST-0275,Customer 275,Corporate,Asia Pacific,Australia,Partner,Furniture,Conference Table,1,353.86,0.15,300.78,175.22,125.56,PayPal,Completed,4,10,Yes
ORD-00915,2024-08-26,CUST-0163,Customer 163,Consumer,Asia Pacific,Singapore,Retail Store,Furniture,Executive Chair,7,70.32,0.1,443.02,278.11,164.91,PayPal,Completed,5,8,Yes
ORD-00396,2024-08-26,CUST-0045,Customer 45,Corporate,Latin America,Brazil,Retail Store,Technology,Wireless Router,5,581.74,0.05,2763.26,2202.9,560.36,Credit Card,Completed,6,8,Yes
ORD-00106,2024-08-26,CUST-0186,Customer 186,Consumer,North America,Canada,Retail Store,Accessories,Wireless Mouse,8,1367.35,0.02,10720.02,6030.53,4689.49,Credit Card,Completed,10,9,No
ORD-01470,2024-08-26,CUST-0264,Customer 264,Consumer,Middle East,Saudi Arabia,Partner,Office Supplies,Printer,2,1632.46,0.2,2611.94,1801.28,810.66,PayPal,Shipped,5,4,No
ORD-00232,2024-08-26,CUST-0150,Customer 150,Small Business,Europe,France,Online,Technology,Wireless Router,10,290.41,0.08,2671.77,1997.63,674.14,PayPal,Completed,14,7,No
ORD-01220,2024-08-26,CUST-0051,Customer 51,Consumer,North America,United States,Retail Store,Furniture,Executive Chair,5,1496.26,0.15,6359.1,5036.55,1322.55,PayPal,Completed,1,5,Yes
ORD-00446,2024-08-26,CUST-0120,Customer 120,Small Business,Latin America,Brazil,Online,Furniture,Storage Cabinet,6,405.05,0.05,2308.78,1499.58,809.2,Bank Transfer,Completed,10,8,No
ORD-00889,2024-08-26,CUST-0263,Customer 263,Consumer,North America,United States,Retail Store,Technology,Laptop Pro 14,9,1707.3,0.05,14597.42,10276.36,4321.06,Cash,Shipped,9,4,No
ORD-00161,2024-08-26,CUST-0002,Customer 2,Small Business,Europe,United Kingdom,Online,Furniture,Executive Chair,8,1305.02,0.05,9918.15,6774.72,3143.43,Credit Card,Completed,10,8,No
ORD-00072,2024-08-26,CUST-0197,Customer 197,Consumer,North America,United States,Online,Accessories,Wireless Mouse,5,1414.39,0.05,6718.35,4166.88,2551.47,Bank Transfer,Completed,10,7,No
ORD-00628,2024-08-27,CUST-0263,Customer 263,Small Business,Middle East,Pakistan,Partner,Furniture,Standing Desk,4,1017.83,0.08,3745.61,2157.63,1587.98,Cash,Completed,10,11,Yes
ORD-00544,2024-08-27,CUST-0047,Customer 47,Consumer,Asia Pacific,Singapore,Retail Store,Furniture,Conference Table,6,966.26,0.08,0.0,4023.21,0.0,Bank Transfer,Cancelled,12,5,No
ORD-01355,2024-08-27,CUST-0060,Customer 60,Small Business,Europe,France,Partner,Technology,Wireless Router,6,496.99,0.0,0.0,1792.57,0.0,Bank Transfer,Cancelled,2,10,Yes
